"location","forecast_date","target_end_date","target","type","quantile","values"
"Missouri","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.6,1
"Missouri","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.65,1
"Missouri","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.7,1
"Missouri","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.75,1
"Missouri","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.8,2
"Missouri","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.85,2
"Missouri","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.9,2
"Missouri","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.95,3
"Missouri","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.975,3
"Missouri","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.99,4
"Missouri","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.01,0
"Missouri","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.025,0
"Missouri","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.05,0
"Missouri","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.1,0
"Missouri","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.15,0
"Missouri","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.2,0
"Missouri","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.25,0
"Missouri","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.3,1
"Missouri","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.35,1
"Missouri","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.4,1
"Missouri","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.45,1
"Missouri","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.5,1
"Missouri","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.55,1
"Missouri","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.6,2
"Missouri","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.65,2
"Missouri","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.7,2
"Missouri","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.75,2
"Missouri","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.8,3
"Missouri","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.85,3
"Missouri","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.9,4
"Missouri","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.95,5
"Missouri","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.975,6
"Missouri","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.99,7
"Missouri","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.01,0
"Missouri","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.025,0
"Missouri","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.05,0
"Missouri","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.1,0
"Missouri","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.15,1
"Missouri","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.2,1
"Missouri","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.25,1
"Missouri","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.3,2
"Missouri","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.35,2
"Missouri","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.4,2
"Missouri","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.45,3
"Missouri","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.5,3
"Missouri","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.55,4
"Missouri","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.6,4
"Missouri","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.65,5
"Missouri","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.7,6
"Missouri","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.75,7
"Missouri","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.8,8
"Missouri","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.85,9
"Missouri","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.9,12
"Missouri","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.95,16
"Missouri","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.975,20
"Missouri","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.99,25
"Missouri","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.01,0
"Missouri","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.025,0
"Missouri","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.05,0
"Missouri","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.1,0
"Missouri","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.15,1
"Missouri","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.2,1
"Missouri","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.25,1
"Missouri","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.3,2
"Missouri","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.35,2
"Missouri","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.4,3
"Missouri","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.45,3
"Missouri","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.5,3
"Missouri","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.55,4
"Missouri","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.6,5
"Missouri","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.65,5
"Missouri","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.7,6
"Missouri","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.75,7
"Missouri","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.8,8
"Missouri","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.85,9
"Missouri","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.9,11
"Missouri","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.95,14
"Missouri","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.975,17
"Missouri","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.99,21
"Missouri","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.01,0
"Missouri","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.025,0
"Missouri","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.05,0
"Missouri","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.1,0
"Missouri","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.15,0
"Missouri","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.2,0
"Missouri","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.25,0
"Missouri","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.3,1
"Missouri","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.35,1
"Missouri","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.4,1
"Missouri","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.45,1
"Missouri","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.5,1
"Missouri","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.55,1
"Missouri","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.6,1
"Missouri","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.65,2
"Missouri","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.7,2
"Missouri","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.75,2
"Missouri","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.8,2
"Missouri","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.85,3
"Missouri","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.9,3
"Missouri","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.95,4
"Missouri","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.975,5
"Missouri","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.99,5
"Missouri","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.01,0
"Missouri","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.025,0
"Missouri","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.05,0
"Missouri","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.1,0
"Missouri","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.15,0
"Missouri","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.2,0
"Missouri","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.25,0
"Missouri","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.3,0
"Missouri","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.35,0
"Missouri","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.4,0
"Missouri","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.45,0
"Missouri","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.5,1
"Missouri","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.55,1
"Missouri","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.6,1
"Missouri","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.65,1
"Missouri","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.7,1
"Missouri","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.75,1
"Missouri","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.8,1
"Missouri","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.85,2
"Missouri","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.9,2
"Missouri","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.95,2
"Missouri","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.975,3
"Missouri","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.99,4
"Missouri","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.01,0
"Missouri","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.025,0
"Missouri","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.05,0
"Missouri","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.1,0
"Missouri","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.15,0
"Missouri","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.2,0
"Missouri","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.25,0
"Missouri","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.3,0
"Missouri","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.35,0
"Missouri","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.4,0
"Missouri","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.45,0
"Missouri","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.5,1
"Missouri","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.55,1
"Missouri","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.6,1
"Missouri","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.65,1
"Missouri","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.7,1
"Missouri","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.75,1
"Missouri","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.8,1
"Missouri","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.85,2
"Missouri","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.9,2
"Missouri","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.95,2
"Missouri","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.975,3
"Missouri","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.99,4
"Mississippi","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.01,0
"Mississippi","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.025,0
"Mississippi","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.05,0
"Mississippi","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.1,0
"Mississippi","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.15,0
"Mississippi","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.2,0
"Mississippi","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.25,0
"Mississippi","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.3,0
"Mississippi","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.35,0
"Mississippi","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.4,0
"Mississippi","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.45,1
"Mississippi","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.5,1
"Mississippi","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.55,1
"Mississippi","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.6,1
"Mississippi","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.65,1
"Mississippi","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.7,1
"Mississippi","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.75,1
"Mississippi","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.8,2
"Mississippi","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.85,2
"Mississippi","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.9,2
"Mississippi","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.95,3
"Mississippi","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.975,3
"Mississippi","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.99,4
"Mississippi","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.01,0
"Mississippi","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.025,0
"Mississippi","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.05,0
"Mississippi","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.1,0
"Mississippi","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.15,0
"Mississippi","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.2,0
"Mississippi","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.25,0
"Mississippi","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.3,0
"Mississippi","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.35,1
"Mississippi","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.4,1
"Mississippi","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.45,1
"Mississippi","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.5,1
"Mississippi","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.55,1
"Mississippi","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.6,1
"Mississippi","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.65,1
"Mississippi","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.7,1
"Mississippi","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.75,2
"Mississippi","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.8,2
"Mississippi","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.85,2
"Mississippi","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.9,3
"Mississippi","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.95,3
"Mississippi","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.975,4
"Mississippi","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.99,4
"Mississippi","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.01,0
"Mississippi","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.025,0
"Mississippi","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.05,0
"Mississippi","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.1,0
"Mississippi","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.15,0
"Mississippi","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.2,1
"Mississippi","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.25,1
"Mississippi","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.3,1
"Mississippi","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.35,2
"Mississippi","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.4,2
"Mississippi","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.45,3
"Mississippi","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.5,3
"Mississippi","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.55,3
"Mississippi","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.6,4
"Mississippi","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.65,5
"Mississippi","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.7,6
"Mississippi","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.75,7
"Mississippi","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.8,8
"Mississippi","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.85,10
"Mississippi","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.9,13
"Mississippi","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.95,18
"Mississippi","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.975,24
"Mississippi","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.99,31
"Mississippi","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.01,0
"Mississippi","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.025,0
"Mississippi","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.05,0
"Mississippi","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.1,1
"Mississippi","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.15,1
"Mississippi","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.2,2
"Mississippi","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.25,3
"Mississippi","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.3,3
"Mississippi","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.35,4
"Mississippi","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.4,5
"Mississippi","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.45,6
"Mississippi","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.5,7
"Mississippi","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.55,8
"Mississippi","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.6,9
"Mississippi","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.65,10
"Mississippi","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.7,12
"Mississippi","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.75,13
"Mississippi","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.8,15
"Mississippi","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.85,18
"Mississippi","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.9,22
"Mississippi","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.95,28
"Mississippi","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.975,34
"Mississippi","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.99,42
"Mississippi","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.01,0
"Mississippi","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.025,0
"Mississippi","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.05,0
"Mississippi","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.1,0
"Mississippi","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.15,1
"Mississippi","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.2,1
"Mississippi","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.25,2
"Mississippi","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.3,2
"Mississippi","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.35,3
"Mississippi","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.4,3
"Mississippi","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.45,4
"Mississippi","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.5,4
"Mississippi","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.55,5
"Mississippi","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.6,6
"Mississippi","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.65,7
"Mississippi","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.7,8
"Mississippi","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.75,9
"Mississippi","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.8,10
"Mississippi","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.85,12
"Mississippi","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.9,15
"Mississippi","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.95,20
"Mississippi","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.975,24
"Mississippi","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.99,31
"Mississippi","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.01,0
"Mississippi","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.025,0
"Mississippi","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.05,0
"Mississippi","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.1,0
"Mississippi","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.15,0
"Mississippi","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.2,1
"Mississippi","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.25,1
"Mississippi","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.3,1
"Mississippi","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.35,1
"Mississippi","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.4,1
"Mississippi","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.45,1
"Mississippi","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.5,2
"Mississippi","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.55,2
"Mississippi","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.6,2
"Mississippi","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.65,2
"Mississippi","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.7,2
"Mississippi","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.75,3
"Mississippi","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.8,3
"Mississippi","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.85,4
"Mississippi","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.9,4
"Mississippi","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.95,5
"Mississippi","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.975,6
"Mississippi","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.99,8
"Mississippi","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.01,0
"Mississippi","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.025,0
"Mississippi","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.05,0
"Mississippi","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.1,0
"Mississippi","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.15,0
"Mississippi","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.2,0
"Mississippi","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.25,0
"Mississippi","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.3,0
"Mississippi","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.35,1
"Mississippi","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.4,1
"Mississippi","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.45,1
"Mississippi","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.5,1
"Mississippi","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.55,1
"Mississippi","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.6,1
