target_end_date,value,location,quantile,target,type,forecast_date
2023-12-31,0.148103767,Montana,0.45,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.171857529,Montana,0.5,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.202596199,Montana,0.55,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.218073167,Montana,0.6,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.238184783,Montana,0.65,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.26050307,Montana,0.7,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.290920746,Montana,0.75,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.329102641,Montana,0.8,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.39074185,Montana,0.85,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.493132974,Montana,0.9,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.641348145,Montana,0.95,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.794551507,Montana,0.975,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.956913215,Montana,0.99,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.227948634,North Carolina,0.01,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.247320913,North Carolina,0.025,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.313257483,North Carolina,0.05,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.398523092,North Carolina,0.1,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.537108991,North Carolina,0.15,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.668502638,North Carolina,0.2,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.798663052,North Carolina,0.25,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.892027342,North Carolina,0.3,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.983423249,North Carolina,0.35,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,1.104195417,North Carolina,0.4,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,1.159120204,North Carolina,0.45,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,1.2617159,North Carolina,0.5,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,1.372991631,North Carolina,0.55,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,1.506750702,North Carolina,0.6,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,1.730719019,North Carolina,0.65,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,1.899753782,North Carolina,0.7,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,2.166697171,North Carolina,0.75,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,2.67396273,North Carolina,0.8,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,3.217823961,North Carolina,0.85,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,4.014824685,North Carolina,0.9,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,5.06410627,North Carolina,0.95,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,8.017500093,North Carolina,0.975,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,9.075739779,North Carolina,0.99,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,0.318217218,North Carolina,0.01,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,0.370345443,North Carolina,0.025,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,0.420388162,North Carolina,0.05,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,0.561000367,North Carolina,0.1,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,0.702235544,North Carolina,0.15,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,0.893461323,North Carolina,0.2,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,1.111153039,North Carolina,0.25,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,1.220280098,North Carolina,0.3,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,1.374937617,North Carolina,0.35,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,1.540536883,North Carolina,0.4,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,1.654858264,North Carolina,0.45,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,1.83420541,North Carolina,0.5,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,1.998413064,North Carolina,0.55,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,2.196181452,North Carolina,0.6,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,2.434626537,North Carolina,0.65,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,2.77767463,North Carolina,0.7,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,3.172252869,North Carolina,0.75,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,3.648858221,North Carolina,0.8,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,4.566470203,North Carolina,0.85,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,5.76822713,North Carolina,0.9,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,7.922034133,North Carolina,0.95,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,10.72212831,North Carolina,0.975,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,13.80283705,North Carolina,0.99,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,0.343521143,North Carolina,0.01,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,0.379093044,North Carolina,0.025,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,0.451704807,North Carolina,0.05,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,0.554174249,North Carolina,0.1,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,0.714006133,North Carolina,0.15,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,0.843047899,North Carolina,0.2,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,1.088859944,North Carolina,0.25,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,1.225680656,North Carolina,0.3,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,1.386779662,North Carolina,0.35,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,1.558116001,North Carolina,0.4,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,1.702113607,North Carolina,0.45,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,1.838736099,North Carolina,0.5,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,1.997016888,North Carolina,0.55,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,2.160925053,North Carolina,0.6,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,2.420614629,North Carolina,0.65,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,2.743891575,North Carolina,0.7,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,3.069676097,North Carolina,0.75,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,3.663945257,North Carolina,0.8,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,4.502813894,North Carolina,0.85,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,5.567616776,North Carolina,0.9,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,8.117039137,North Carolina,0.95,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,10.28970027,North Carolina,0.975,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,13.69218383,North Carolina,0.99,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.241582774,North Carolina,0.01,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.272928453,North Carolina,0.025,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.327584537,North Carolina,0.05,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.412624855,North Carolina,0.1,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.536207699,North Carolina,0.15,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.651256258,North Carolina,0.2,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.743362453,North Carolina,0.25,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.852580445,North Carolina,0.3,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.962523559,North Carolina,0.35,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,1.087088311,North Carolina,0.4,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,1.17765142,North Carolina,0.45,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,1.294667688,North Carolina,0.5,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,1.439759168,North Carolina,0.55,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,1.61179016,North Carolina,0.6,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,1.804680064,North Carolina,0.65,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,2.044190518,North Carolina,0.7,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,2.365682164,North Carolina,0.75,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,2.703198424,North Carolina,0.8,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,3.239498844,North Carolina,0.85,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,4.039911418,North Carolina,0.9,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,5.742555248,North Carolina,0.95,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,8.262044488,North Carolina,0.975,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,9.699595485,North Carolina,0.99,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.093010402,North Carolina,0.01,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.105047227,North Carolina,0.025,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.12553336,North Carolina,0.05,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.161918505,North Carolina,0.1,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.215031058,North Carolina,0.15,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.281256119,North Carolina,0.2,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.349016432,North Carolina,0.25,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.396005105,North Carolina,0.3,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.442339763,North Carolina,0.35,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.50889202,North Carolina,0.4,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.563889697,North Carolina,0.45,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.622044361,North Carolina,0.5,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.681237339,North Carolina,0.55,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.72850453,North Carolina,0.6,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.846269477,North Carolina,0.65,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.960013869,North Carolina,0.7,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,1.097280775,North Carolina,0.75,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,1.25506906,North Carolina,0.8,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,1.458302143,North Carolina,0.85,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,1.939301399,North Carolina,0.9,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,2.801138025,North Carolina,0.95,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,3.799512449,North Carolina,0.975,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,4.334459133,North Carolina,0.99,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.03352836,North Carolina,0.01,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.038188534,North Carolina,0.025,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.048919899,North Carolina,0.05,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.061327793,North Carolina,0.1,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.078779318,North Carolina,0.15,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.105010965,North Carolina,0.2,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.130242169,North Carolina,0.25,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.15825246,North Carolina,0.3,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.183792542,North Carolina,0.35,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.206275698,North Carolina,0.4,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.225210028,North Carolina,0.45,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.244372723,North Carolina,0.5,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.276503446,North Carolina,0.55,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.306255375,North Carolina,0.6,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.332842033,North Carolina,0.65,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.381947743,North Carolina,0.7,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.413825214,North Carolina,0.75,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.478345189,North Carolina,0.8,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.559520862,North Carolina,0.85,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.720704514,North Carolina,0.9,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,1.03773731,North Carolina,0.95,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,1.162123998,North Carolina,0.975,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,1.853636407,North Carolina,0.99,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.169616058,North Dakota,0.01,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.226141454,North Dakota,0.025,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.283578355,North Dakota,0.05,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.460053471,North Dakota,0.1,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.615016503,North Dakota,0.15,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.75279503,North Dakota,0.2,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.893756393,North Dakota,0.25,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,1.036621819,North Dakota,0.3,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,1.236088153,North Dakota,0.35,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,1.402767707,North Dakota,0.4,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,1.607395014,North Dakota,0.45,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,1.863832256,North Dakota,0.5,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,2.128944664,North Dakota,0.55,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,2.547864159,North Dakota,0.6,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,3.005840552,North Dakota,0.65,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,3.418450995,North Dakota,0.7,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,4.02786364,North Dakota,0.75,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,4.83242805,North Dakota,0.8,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,5.970846811,North Dakota,0.85,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,7.462281013,North Dakota,0.9,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,9.685110955,North Dakota,0.95,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,12.02260643,North Dakota,0.975,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,14.91445703,North Dakota,0.99,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,0.340538649,North Dakota,0.01,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,0.453079173,North Dakota,0.025,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,0.585066797,North Dakota,0.05,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,0.889601705,North Dakota,0.1,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,1.191301857,North Dakota,0.15,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,1.462545938,North Dakota,0.2,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,1.660014341,North Dakota,0.25,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,1.952629762,North Dakota,0.3,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,2.258895024,North Dakota,0.35,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,2.643470446,North Dakota,0.4,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,3.022494331,North Dakota,0.45,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,3.433772792,North Dakota,0.5,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,3.952869666,North Dakota,0.55,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,4.481683921,North Dakota,0.6,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,5.134193536,North Dakota,0.65,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,6.051495916,North Dakota,0.7,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,7.35499087,North Dakota,0.75,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,8.507803118,North Dakota,0.8,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,10.72091849,North Dakota,0.85,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,13.55873303,North Dakota,0.9,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,17.76444481,North Dakota,0.95,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,21.0863017,North Dakota,0.975,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,26.40496865,North Dakota,0.99,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,0.383627519,North Dakota,0.01,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,0.510668902,North Dakota,0.025,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,0.656700542,North Dakota,0.05,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,0.955738506,North Dakota,0.1,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,1.2006314,North Dakota,0.15,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,1.442143253,North Dakota,0.2,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,1.628099331,North Dakota,0.25,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,1.85800062,North Dakota,0.3,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,2.089575925,North Dakota,0.35,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,2.467709082,North Dakota,0.4,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,2.840121704,North Dakota,0.45,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,3.290214088,North Dakota,0.5,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,3.674599216,North Dakota,0.55,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,4.075708749,North Dakota,0.6,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,4.842239101,North Dakota,0.65,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,5.576741288,North Dakota,0.7,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,6.592631288,North Dakota,0.75,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,7.85158363,North Dakota,0.8,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,9.528754829,North Dakota,0.85,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,11.59055578,North Dakota,0.9,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,15.08931551,North Dakota,0.95,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,18.15406994,North Dakota,0.975,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,22.5822313,North Dakota,0.99,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.213839431,North Dakota,0.01,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.278757946,North Dakota,0.025,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.342632209,North Dakota,0.05,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.507586147,North Dakota,0.1,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.650831572,North Dakota,0.15,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.766522084,North Dakota,0.2,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.884205783,North Dakota,0.25,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.992306383,North Dakota,0.3,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,1.178067357,North Dakota,0.35,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,1.359531717,North Dakota,0.4,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,1.620179215,North Dakota,0.45,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,1.796620063,North Dakota,0.5,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,1.988214937,North Dakota,0.55,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,2.221813874,North Dakota,0.6,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,2.575652128,North Dakota,0.65,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,3.058915442,North Dakota,0.7,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,3.633579542,North Dakota,0.75,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,4.289062061,North Dakota,0.8,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,5.267567387,North Dakota,0.85,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,6.481629518,North Dakota,0.9,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,8.540447328,North Dakota,0.95,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,10.31716849,North Dakota,0.975,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,12.74705318,North Dakota,0.99,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.073,North Dakota,0.01,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.084772672,North Dakota,0.025,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.113277888,North Dakota,0.05,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.160216821,North Dakota,0.1,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.21279471,North Dakota,0.15,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.252484299,North Dakota,0.2,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.286541762,North Dakota,0.25,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.325160222,North Dakota,0.3,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.380905448,North Dakota,0.35,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.432587552,North Dakota,0.4,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.49433307,North Dakota,0.45,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.561022189,North Dakota,0.5,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.659728295,North Dakota,0.55,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.757514143,North Dakota,0.6,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.845010693,North Dakota,0.65,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.981540467,North Dakota,0.7,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,1.165081624,North Dakota,0.75,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,1.393981924,North Dakota,0.8,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,1.662853571,North Dakota,0.85,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,2.038061315,North Dakota,0.9,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,2.645824755,North Dakota,0.95,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,3.306125504,North Dakota,0.975,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,3.87549612,North Dakota,0.99,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.019443516,North Dakota,0.01,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.024957481,North Dakota,0.025,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.031105768,North Dakota,0.05,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.043821135,North Dakota,0.1,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.057809224,North Dakota,0.15,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.071453725,North Dakota,0.2,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.078124133,North Dakota,0.25,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.092830203,North Dakota,0.3,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.109064418,North Dakota,0.35,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.125891399,North Dakota,0.4,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.143829927,North Dakota,0.45,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.159518282,North Dakota,0.5,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.183769103,North Dakota,0.55,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.216796776,North Dakota,0.6,December WNV neuroinvasive disease cases,quantile,2023-06-30
