,location,forecast_date,target_end_date,target,type,quantile,value
4376,Montana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.25,0
4377,Montana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.3,0
4378,Montana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.35,0
4379,Montana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.4,0
4380,Montana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.45,0
4381,Montana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.5,0
4382,Montana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.55,0
4383,Montana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.6,0
4384,Montana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.65,0.0286845983455649
4385,Montana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.7,0.0651724063037796
4386,Montana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.75,0.1065880093012473
4387,Montana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.8,0.1790967380620776
4388,Montana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.85,0.2444211680081258
4389,Montana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.9,0.7092470641820224
4390,Montana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.95,1.4250567655863695
4391,Montana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.975,1.4740809651218734
4392,Montana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.99,1.9233087666655595
4393,Montana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.01,0
4394,Montana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.025,0
4395,Montana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.05,0
4396,Montana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.1,0
4397,Montana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.15,0
4398,Montana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.2,0
4399,Montana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.25,0
4400,Montana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.3,0
4401,Montana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.35,0
4402,Montana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.4,0
4403,Montana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.45,0
4404,Montana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.5,0
4405,Montana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.55,0.0067226547495244
4406,Montana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.6,0.0237069745203237
4407,Montana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.65,0.0441560951818146
4408,Montana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.7,0.0632638450565316
4409,Montana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.75,0.181244862775068
4410,Montana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.8,0.2191308238880319
4411,Montana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.85,0.2734136894135336
4412,Montana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.9,0.7266990305650551
4413,Montana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.95,1.6689747832488893
4414,Montana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.975,1.9566935117826796
4415,Montana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.99,2.216442736172284
4416,North Carolina,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.01,0
4417,North Carolina,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.025,0
4418,North Carolina,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.05,0
4419,North Carolina,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.1,0
4420,North Carolina,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.15,0
4421,North Carolina,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.2,0
4422,North Carolina,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.25,0
4423,North Carolina,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.3,0
4424,North Carolina,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.35,0
4425,North Carolina,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.4,0
4426,North Carolina,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.45,0
4427,North Carolina,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.5,0
4428,North Carolina,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.55,0.0058181943742694
4429,North Carolina,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.6,0.0154365911906646
4430,North Carolina,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.65,0.0212982358383271
4431,North Carolina,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.7,0.0315626029636696
4432,North Carolina,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.75,0.0453042023402901
4433,North Carolina,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.8,0.0491444191222482
4434,North Carolina,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.85,0.0637776691666829
4435,North Carolina,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.9,0.073258779692045
4436,North Carolina,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.95,0.0818086924785846
4437,North Carolina,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.975,0.0978289480104229
4438,North Carolina,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.99,0.1003404181477984
4439,North Carolina,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.01,0
4440,North Carolina,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.025,0
4441,North Carolina,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.05,0
4442,North Carolina,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.1,0
4443,North Carolina,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.15,0
4444,North Carolina,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.2,0
4445,North Carolina,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.25,0
4446,North Carolina,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.3,0
4447,North Carolina,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.35,0
4448,North Carolina,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.4,0
4449,North Carolina,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.45,0
4450,North Carolina,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.5,0
4451,North Carolina,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.55,9.060852924658004e-05
4452,North Carolina,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.6,0.0082033491825117
4453,North Carolina,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.65,0.0237892636371105
4454,North Carolina,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.7,0.0312985754494238
4455,North Carolina,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.75,0.0373976170347657
4456,North Carolina,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.8,0.0435214143920327
4457,North Carolina,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.85,0.0589567384254442
4458,North Carolina,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.9,0.0676564360305127
4459,North Carolina,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.95,0.099768329116484
4460,North Carolina,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.975,0.1252024177672979
4461,North Carolina,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.99,0.1335126283223804
4462,North Carolina,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.01,0
4463,North Carolina,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.025,0
4464,North Carolina,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.05,0
4465,North Carolina,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.1,0
4466,North Carolina,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.15,0
4467,North Carolina,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.2,0
4468,North Carolina,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.25,0
4469,North Carolina,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.3,0
4470,North Carolina,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.35,0
4471,North Carolina,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.4,0
4472,North Carolina,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.45,0
4473,North Carolina,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.5,0
4474,North Carolina,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.55,0
4475,North Carolina,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.6,0
4476,North Carolina,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.65,0
4477,North Carolina,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.7,0.0019529635750305
4478,North Carolina,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.75,0.0099490307513933
4479,North Carolina,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.8,0.0151544900010462
4480,North Carolina,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.85,0.0394486179540222
4481,North Carolina,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.9,0.0796113440168521
4482,North Carolina,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.95,0.1011286231504934
4483,North Carolina,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.975,0.1118286384436065
4484,North Carolina,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.99,0.2664802736963
4485,North Carolina,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.01,0.6192198507773593
4486,North Carolina,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.025,0.6375077304990364
4487,North Carolina,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.05,0.6535185562776511
4488,North Carolina,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.1,0.7147690472219576
4489,North Carolina,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.15,0.72467821366152
4490,North Carolina,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.2,0.7302567952557509
4491,North Carolina,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.25,0.7377647868129135
4492,North Carolina,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.3,0.7632946044567469
4493,North Carolina,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.35,0.801230815186553
4494,North Carolina,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.4,0.8272687382877436
4495,North Carolina,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.45,0.8305398364133103
4496,North Carolina,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.5,0.8607109726503379
4497,North Carolina,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.55,0.8690944195444122
4498,North Carolina,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.6,0.873417018926116
4499,North Carolina,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.65,0.8795735060338989
4500,North Carolina,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.7,0.8967898697811837
4501,North Carolina,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.75,0.9960342750041586
4502,North Carolina,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.8,1.01206481436293
4503,North Carolina,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.85,1.0287763230847675
4504,North Carolina,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.9,1.077148985802728
4505,North Carolina,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.95,1.193042894591712
4506,North Carolina,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.975,1.4505046372363717
4507,North Carolina,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.99,1.7613403673481802
4508,North Carolina,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.01,2.5385901239594717
4509,North Carolina,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.025,2.639391557362927
4510,North Carolina,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.05,2.694801909389093
4511,North Carolina,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.1,2.760530655132865
4512,North Carolina,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.15,2.823076012364614
4513,North Carolina,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.2,2.833996627880045
4514,North Carolina,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.25,2.852328195306423
4515,North Carolina,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.3,2.870572331970292
4516,North Carolina,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.35,2.8795631842872607
4517,North Carolina,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.4,2.896395822982982
4518,North Carolina,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.45,2.90713629366904
4519,North Carolina,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.5,2.9142790850861706
4520,North Carolina,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.55,2.9187280256845622
4521,North Carolina,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.6,2.9408651007817594
4522,North Carolina,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.65,2.957674118007783
4523,North Carolina,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.7,2.989527204240181
4524,North Carolina,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.75,3.04607399027502
4525,North Carolina,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.8,3.0622306996690205
4526,North Carolina,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.85,3.071422730838852
4527,North Carolina,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.9,3.085060342863415
4528,North Carolina,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.95,3.109793663024085
4529,North Carolina,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.975,3.128026905883736
4530,North Carolina,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.99,3.1380745988855208
4531,North Carolina,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.01,1.9891878506298264
4532,North Carolina,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.025,2.008355499751288
4533,North Carolina,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.05,2.077940702132038
4534,North Carolina,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.1,2.158499148884385
4535,North Carolina,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.15,2.1818137103165043
4536,North Carolina,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.2,2.20732427261073
4537,North Carolina,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.25,2.2219108082870536
4538,North Carolina,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.3,2.268748960192593
4539,North Carolina,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.35,2.289059690817646
4540,North Carolina,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.4,2.2991734433470303
4541,North Carolina,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.45,2.310746911776473
4542,North Carolina,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.5,2.3120773829539534
4543,North Carolina,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.55,2.318249656118766
4544,North Carolina,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.6,2.3480418543418486
4545,North Carolina,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.65,2.4675976032638083
4546,North Carolina,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.7,2.499656535680886
4547,North Carolina,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.75,2.513526888695738
4548,North Carolina,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.8,2.5224097429185384
4549,North Carolina,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.85,2.5424504821813563
4550,North Carolina,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.9,2.553940636942706
4551,North Carolina,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.95,2.6452587661049094
4552,North Carolina,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.975,2.783552518966237
4553,North Carolina,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.99,2.800105452317738
4554,North Carolina,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.01,0.9256514223462536
4555,North Carolina,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.025,0.989453614650909
4556,North Carolina,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.05,1.0121716108858176
4557,North Carolina,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.1,1.0233636198981415
4558,North Carolina,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.15,1.0300871753294074
4559,North Carolina,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.2,1.0424285981753736
4560,North Carolina,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.25,1.0562209463488363
4561,North Carolina,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.3,1.0678125468175284
4562,North Carolina,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.35,1.0822738203542053
4563,North Carolina,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.4,1.0951311565580355
4564,North Carolina,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.45,1.1084174172964776
4565,North Carolina,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.5,1.1167606192271144
4566,North Carolina,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.55,1.122197230895073
4567,North Carolina,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.6,1.1280299372752434
4568,North Carolina,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.65,1.145060232697654
4569,North Carolina,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.7,1.2022116527382347
4570,North Carolina,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.75,1.2107371024973803
4571,North Carolina,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.8,1.2202249412796684
4572,North Carolina,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.85,1.2959729886797042
4573,North Carolina,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.9,1.4187570318162368
4574,North Carolina,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.95,1.5110325557541422
4575,North Carolina,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.975,1.5678842902197732
4576,North Carolina,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.99,1.6277040844486563
4577,North Carolina,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.01,0.8467018071853647
4578,North Carolina,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.025,0.9986556967925944
4579,North Carolina,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.05,1.0094610532966086
4580,North Carolina,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.1,1.0194875510331107
4581,North Carolina,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.15,1.0267176908642597
4582,North Carolina,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.2,1.030882757001404
4583,North Carolina,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.25,1.0400066105184558
4584,North Carolina,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.3,1.076850186511178
4585,North Carolina,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.35,1.0893845464810232
4586,North Carolina,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.4,1.1064271197153597
4587,North Carolina,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.45,1.107177352712426
4588,North Carolina,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.5,1.110383175704289
4589,North Carolina,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.55,1.119060341174276
4590,North Carolina,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.6,1.1272450305682176
4591,North Carolina,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.65,1.13116607408015
4592,North Carolina,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.7,1.1632464762784962
4593,North Carolina,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.75,1.1829928898562525
4594,North Carolina,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.8,1.1901500097107167
4595,North Carolina,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.85,1.2292045092881552
4596,North Carolina,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.9,1.254779793580546
4597,North Carolina,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.95,1.3036588174613628
4598,North Carolina,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.975,1.3557546880320932
4599,North Carolina,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.99,1.3906484032531536
4600,North Dakota,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.01,0
4601,North Dakota,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.025,0
4602,North Dakota,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.05,0
4603,North Dakota,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.1,0
4604,North Dakota,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.15,0
4605,North Dakota,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.2,0
4606,North Dakota,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.25,0
4607,North Dakota,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.3,0
4608,North Dakota,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.35,0
4609,North Dakota,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.4,0.1021721981242525
4610,North Dakota,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.45,0.2002761282109837
4611,North Dakota,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.5,0.2537488902590551
4612,North Dakota,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.55,0.3127360757781954
4613,North Dakota,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.6,0.3824484729514969
4614,North Dakota,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.65,0.4470535635499508
4615,North Dakota,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.7,0.4784167483348645
4616,North Dakota,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.75,0.5442708947969018
4617,North Dakota,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.8,0.6031047473682414
4618,North Dakota,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.85,0.9527724816546153
4619,North Dakota,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.9,1.225250166626208
4620,North Dakota,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.95,1.439989336392205
4621,North Dakota,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.975,5.944248302567291
4622,North Dakota,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.99,7.446904315314724
4623,North Dakota,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.01,0
4624,North Dakota,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.025,0
4625,North Dakota,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.05,0
4626,North Dakota,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.1,0
4627,North Dakota,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.15,0
4628,North Dakota,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.2,0
4629,North Dakota,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.25,0
4630,North Dakota,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.3,0.1536006624712926
4631,North Dakota,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.35,0.1844240519429496
4632,North Dakota,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.4,0.2361937305213888
4633,North Dakota,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.45,0.2919642249408378
4634,North Dakota,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.5,0.3818166191256538
4635,North Dakota,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.55,0.4184516037718661
4636,North Dakota,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.6,0.5052170535379259
